(llama3-finetune) rajmadras75@Rajeshs-MacBook-Air finetune % python3 finetune_llama.py
4.52.3
/opt/anaconda3/envs/llama3-finetune/lib/python3.11/site-packages/transformers/__init__.py
3.11.11 (main, Dec 11 2024, 10:25:04) [Clang 14.0.6 ]
/opt/anaconda3/envs/llama3-finetune/lib/python3.11/site-packages/transformers/training_args.py:1577: FutureWarning: using `no_cuda` is deprecated and will be removed in version 5.0 of 🤗 Transformers. Use `use_cpu` instead
  warnings.warn(
  0%|                                                                                                                                                  | 0/4220 [00:00<?, ?it/s]`loss_type=None` was set in the config but it is unrecognised.Using the default loss: `ForCausalLMLoss`.
{'loss': 2.9287, 'grad_norm': 3.421931743621826, 'learning_rate': 0.0001995734597156398, 'epoch': 0.0}                                                                          
{'loss': 1.2093, 'grad_norm': 1.4007102251052856, 'learning_rate': 1.14218009478673e-05, 'epoch': 1.89}                                                                         
{'loss': 1.2385, 'grad_norm': 1.0645171403884888, 'learning_rate': 1.09478672985782e-05, 'epoch': 1.89}                                                                         
{'loss': 1.1842, 'grad_norm': 0.9990002512931824, 'learning_rate': 1.04739336492891e-05, 'epoch': 1.9}                                                                          
{'loss': 1.2046, 'grad_norm': 1.0935919284820557, 'learning_rate': 1e-05, 'epoch': 1.9}                                                                                         
{'loss': 1.1879, 'grad_norm': 0.9808597564697266, 'learning_rate': 9.5260663507109e-06, 'epoch': 1.91}                                                                          
{'loss': 1.2418, 'grad_norm': 1.0020257234573364, 'learning_rate': 9.052132701421802e-06, 'epoch': 1.91}                                                                        
{'loss': 1.2076, 'grad_norm': 0.9038574695587158, 'learning_rate': 8.578199052132702e-06, 'epoch': 1.92}                                                                        
{'loss': 1.1771, 'grad_norm': 0.9011317491531372, 'learning_rate': 8.104265402843603e-06, 'epoch': 1.92}                                                                        
{'loss': 1.2331, 'grad_norm': 0.8854077458381653, 'learning_rate': 7.630331753554503e-06, 'epoch': 1.92}                                                                        
{'loss': 1.2461, 'grad_norm': 1.0983649492263794, 'learning_rate': 7.156398104265404e-06, 'epoch': 1.93}                                                                        
{'loss': 1.2564, 'grad_norm': 0.8967450857162476, 'learning_rate': 6.682464454976303e-06, 'epoch': 1.93}                                                                        
{'loss': 1.2545, 'grad_norm': 1.0366840362548828, 'learning_rate': 6.208530805687204e-06, 'epoch': 1.94}                                                                        
{'loss': 1.238, 'grad_norm': 1.4631046056747437, 'learning_rate': 5.734597156398105e-06, 'epoch': 1.94}                                                                         
{'loss': 1.1912, 'grad_norm': 0.9301238656044006, 'learning_rate': 5.260663507109005e-06, 'epoch': 1.95}                                                                        
{'loss': 1.2916, 'grad_norm': 0.986211895942688, 'learning_rate': 4.7867298578199055e-06, 'epoch': 1.95}                                                                        
{'loss': 1.2258, 'grad_norm': 1.2326171398162842, 'learning_rate': 4.312796208530806e-06, 'epoch': 1.96}                                                                        
{'loss': 1.2654, 'grad_norm': 0.9457747340202332, 'learning_rate': 3.838862559241707e-06, 'epoch': 1.96}                                                                        
{'loss': 1.2044, 'grad_norm': 1.1686087846755981, 'learning_rate': 3.364928909952607e-06, 'epoch': 1.97}                                                                        
{'loss': 1.1962, 'grad_norm': 1.0959999561309814, 'learning_rate': 2.8909952606635073e-06, 'epoch': 1.97}                                                                       
{'loss': 1.2172, 'grad_norm': 0.9996737241744995, 'learning_rate': 2.4170616113744075e-06, 'epoch': 1.98}                                                                       
{'loss': 1.2022, 'grad_norm': 1.1652790307998657, 'learning_rate': 1.943127962085308e-06, 'epoch': 1.98}                                                                        
{'loss': 1.2406, 'grad_norm': 1.0110985040664673, 'learning_rate': 1.4691943127962086e-06, 'epoch': 1.99}                                                                       
{'loss': 1.243, 'grad_norm': 0.9848781228065491, 'learning_rate': 9.95260663507109e-07, 'epoch': 1.99}                                                                          
{'loss': 1.1855, 'grad_norm': 1.0735397338867188, 'learning_rate': 5.213270142180095e-07, 'epoch': 2.0}                                                                         
{'loss': 1.2859, 'grad_norm': 3.0927011966705322, 'learning_rate': 4.7393364928909954e-08, 'epoch': 2.0}                                                                        
100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 4220/4220 [19:33:50<00:00,  8.70s/it]
 50%|████████████████████                    | 503/1000 [07:27<05:59,  1.38it/s]                                                                                                                                                                {'eval_loss': 1.2384521961212158, 'eval_runtime': 760.6364, 'eval_samples_per_second': 1.315, 'eval_steps_per_second': 1.315, 'epoch': 2.0}                     
100%|████████████████████████████████████| 4220/4220 [19:46:31<00:00,  8.70s/itThere were missing keys in the checkpoint model loaded: ['lm_head.weight'].      
{'train_runtime': 71198.659, 'train_samples_per_second': 0.237, 'train_steps_per_second': 0.059, 'train_loss': 1.3705745229223893, 'epoch': 2.0}
100%|████████████████████████████████████| 4220/4220 [19:46:38<00:00, 16.87s/it]
100%|███████████████████████████████████████| 1000/1000 [13:57<00:00,  1.19it/s]
Validation results: {'eval_loss': 1.2384521961212158, 'eval_runtime': 837.5953, 'eval_samples_per_second': 1.194, 'eval_steps_per_second': 1.194, 'epoch': 2.0}
(llama3-finetune) rajmadras75@Rajeshs-MacBook-Air finetune % 
(llama3-finetune) rajmadras75@Rajeshs-MacBook-Air finetune % Save strategy: SaveStrategy.STEPS
zsh: command not found: Save
(llama3-finetune) rajmadras75@Rajeshs-MacBook-Air finetune % 
(llama3-finetune) rajmadras75@Rajeshs-MacBook-Air finetune % 
(llama3-finetune) rajmadras75@Rajeshs-MacBook-Air finetune % 
(llama3-finetune) rajmadras75@Rajeshs-MacBook-Air finetune % 
(llama3-finetune) rajmadras75@Rajeshs-MacBook-Air finetune % 
(llama3-finetune) rajmadras75@Rajeshs-MacBook-Air finetune % 
